id,name,birthday,height,weight
33852,Jonas Gutierrez,1983-07-05 00:00:00,182.88,161
33854,Tuni,1982-06-14 00:00:00,180.34,159
33856,Ivan Ramis,1984-10-25 00:00:00,187.96,181
33857,Thorstein Helstad,1977-04-28 00:00:00,187.96,190
33861,Enrique Corrales,1982-03-01 00:00:00,175.26,152
33863,Carlos Cuellar,1981-08-23 00:00:00,190.5,185
33865,Miguel Flano,1984-08-19 00:00:00,177.8,159
33866,David Lopez,1982-09-10 00:00:00,180.34,165
33867,Ludovic Delporte,1980-02-06 00:00:00,177.8,163
33869,Inaki Munoz,1978-07-02 00:00:00,182.88,174
33870,Patxi Martinez Punal,1975-09-06 00:00:00,177.8,161
33871,Raul Garcia,1986-07-11 00:00:00,182.88,179
33872,Valdo,1981-04-23 00:00:00,182.88,172
33874,Jose Josetxo,1977-02-25 00:00:00,185.42,174
33881,Jonathan Walters,1983-09-20 00:00:00,182.88,174
33884,Jose Moraton,1979-07-14 00:00:00,185.42,172
33885,Oriol,1981-05-23 00:00:00,182.88,154
33887,Sergio Matabuena,1979-02-12 00:00:00,185.42,174
33888,Felipe Melo,1983-08-26 00:00:00,182.88,176
33889,Cristian Portilla,1988-08-28 00:00:00,180.34,165
33891,Juanjo,1985-10-28 00:00:00,187.96,176
33892,Oscar Serrano,1981-09-30 00:00:00,172.72,161
33893,Ayoze Diaz Diaz,1982-05-25 00:00:00,175.26,154
33895,Borja Neru,1974-01-20 00:00:00,182.88,165
33896,Pablo Pinillos,1974-07-09 00:00:00,175.26,157
33898,Raul Bravo,1981-04-14 00:00:00,175.26,159
33913,Alex Keddie,1981-01-23 00:00:00,187.96,183
33914,Craig Samson,1984-04-01 00:00:00,187.96,176
33915,Garry Brady,1976-09-07 00:00:00,177.8,154
33929,Sidi Yaya Keita,1985-03-20 00:00:00,180.34,183
33930,Seid Khiter,1985-01-19 00:00:00,170.18,146
33931,Fitz Hall,1980-12-20 00:00:00,193.04,183
33941,Danny Pugh,1982-10-19 00:00:00,182.88,168
33948,Jason Brown,1982-05-18 00:00:00,180.34,212
33954,Christopher Mitchell,1988-07-21 00:00:00,175.26,150
33956,Christian Nade,1984-09-18 00:00:00,185.42,176
33958,Asier Riesgo,1983-10-06 00:00:00,185.42,168
33959,Ion Ansotegi,1982-07-13 00:00:00,193.04,185
33960,Mikel Gonzalez,1985-09-24 00:00:00,190.5,174
33961,Mikel Labaka,1980-08-10 00:00:00,185.42,172
33963,Javier Garrido,1985-03-15 00:00:00,177.8,168
33964,Mikel Alonso,1980-05-17 00:00:00,180.34,172
33967,Dalibor Stevanovic,1984-09-27 00:00:00,182.88,165
33973,Xabier Prieto,1983-08-29 00:00:00,185.42,168
33974,Robinho,1984-01-25 00:00:00,172.72,132
33986,Andres Palop,1973-10-22 00:00:00,182.88,165
33988,Daniel Alves,1983-05-06 00:00:00,172.72,154
33989,Frederic Kanoute,1977-09-02 00:00:00,193.04,181
33990,Julien Escude,1979-08-17 00:00:00,182.88,174
33991,Jesus Navas,1985-11-21 00:00:00,170.18,132
33992,Adriano,1984-10-26 00:00:00,172.72,161
33993,Aitor Ocio,1976-11-28 00:00:00,187.96,170
33997,Mikel Eizaguirre Aranburu,1979-02-18 00:00:00,180.34,154
34000,Enzo Maresca,1980-02-10 00:00:00,180.34,170
34003,Ludovic Butelle,1983-04-03 00:00:00,187.96,185
34005,Roberto Fabian Ayala,1973-04-14 00:00:00,177.8,165
34007,Miguel,1980-01-04 00:00:00,177.8,172
34008,Emiliano Moretti,1981-06-11 00:00:00,182.88,174
34021,Marco Caneira,1979-02-09 00:00:00,177.8,165
34025,Mohamed Dahmane,1982-04-09 00:00:00,180.34,163
34029,Raul Albiol,1985-09-04 00:00:00,190.5,181
34031,Michael Wiggers,1980-02-08 00:00:00,182.88,165
34035,Matias Emilio Delgado,1982-12-15 00:00:00,182.88,174
34036,Glen Johnson,1984-08-23 00:00:00,182.88,154
34037,Ireneusz Jelen,1981-04-09 00:00:00,182.88,163
34045,Fabrice Ehret,1979-09-28 00:00:00,182.88,154
34052,Roland Baettig,1979-07-28 00:00:00,180.34,154
34054,Baykal Kulaksizoglu,1983-05-12 00:00:00,185.42,170
34055,Alexandre Quennoz,1978-09-21 00:00:00,180.34,176
34066,Tariq Chihab,1975-11-22 00:00:00,187.96,181
34067,Aleksandar Mitreski,1980-08-05 00:00:00,185.42,165
34075,Moreno Merenda,1978-05-17 00:00:00,185.42,185
34079,Didier Crettenand,1986-02-24 00:00:00,180.34,165
34082,Marco Schneuwly,1985-03-27 00:00:00,182.88,181
34086,Bruno Sutter,1977-04-16 00:00:00,175.26,161
34101,Bruno Cheyrou,1978-05-10 00:00:00,185.42,176
34102,Alexander Frei,1979-07-15 00:00:00,180.34,163
34103,Mariano Pernia,1977-05-04 00:00:00,177.8,179
34104,Ze Castro,1983-01-13 00:00:00,182.88,181
34106,Luis Fabiano,1980-11-08 00:00:00,185.42,187
34112,Pavel Pardo,1976-07-20 00:00:00,175.26,150
34113,Ricardo Osorio,1980-03-30 00:00:00,175.26,161
34114,Roberto Hilbert,1984-10-16 00:00:00,182.88,183
34170,Francis Jeffers,1981-01-25 00:00:00,177.8,165
34176,Jason Roberts,1978-01-25 00:00:00,185.42,203
34177,Kenny Miller,1979-12-23 00:00:00,177.8,150
34182,Didier Zokora,1980-12-14 00:00:00,177.8,159
34183,Ricardo Faty,1986-08-04 00:00:00,193.04,181
34193,Roger Johnson,1983-04-28 00:00:00,190.5,172
34194,Mikele Leigertwood,1982-11-12 00:00:00,187.96,172
34206,Sean O'Hanlon,1983-01-02 00:00:00,185.42,174
34213,Ryan Esson,1980-03-19 00:00:00,185.42,174
34214,Leon Cort,1979-09-11 00:00:00,190.5,183
34222,Fabio Aurelio,1979-09-24 00:00:00,172.72,163
34225,Tomasz Kupisz,1990-02-02 00:00:00,180.34,163
34230,Tyrone Mears,1983-02-18 00:00:00,180.34,163
34231,Fernando Morientes,1976-04-05 00:00:00,185.42,174
34233,Mark Gonzalez,1984-07-10 00:00:00,175.26,163
34234,Paulo Jorge,1981-05-05 00:00:00,175.26,168
34237,Tom Brighton,1984-03-28 00:00:00,180.34,176
34239,Austin McCann,1980-01-21 00:00:00,180.34,181
34248,Ki-Hyeon Seol,1979-01-08 00:00:00,187.96,181
34254,Richard Brittain,1983-09-24 00:00:00,180.34,170
34259,David Raven,1985-03-10 00:00:00,182.88,161
34261,Johan Elmander,1981-05-27 00:00:00,187.96,198
34262,Jonas Kamper,1983-05-03 00:00:00,182.88,172
34264,Miroslav Radovic,1984-01-16 00:00:00,182.88,168
34266,Bartosz Slusarski,1981-12-11 00:00:00,185.42,185
34267,Pirmin Schwegler,1987-03-09 00:00:00,177.8,163
34268,Alain Nef,1982-02-06 00:00:00,190.5,194
34269,Giuseppe Rapisarda,1985-09-06 00:00:00,180.34,168
34270,Davide Taini,1976-12-07 00:00:00,190.5,194
34275,Michael Turner,1983-11-09 00:00:00,193.04,198
34298,Juliano Mineiro,1986-02-14 00:00:00,172.72,161
34299,Dietmar Hamann,1973-08-27 00:00:00,187.96,168
34304,Maxwell,1981-08-27 00:00:00,175.26,161
34305,Maicon,1981-07-26 00:00:00,182.88,170
34319,Aimo Stefano Diana,1978-01-02 00:00:00,175.26,163
34320,Fabio Grosso,1977-11-28 00:00:00,190.5,181
34334,Sanharib Bueyueksal,1984-03-01 00:00:00,177.8,165
34336,Jozef Piacek,1983-06-20 00:00:00,193.04,203
34370,Djiby Fall,1985-04-20 00:00:00,187.96,181
34381,Derek Boateng,1983-05-02 00:00:00,185.42,172
34382,Roberto Abbondanzieri,1972-08-19 00:00:00,185.42,194
34400,Arnold Bruggink,1977-07-24 00:00:00,185.42,176
34413,Antonio da Silva,1978-06-13 00:00:00,175.26,168
34417,Alain Traore,1988-12-31 00:00:00,175.26,161
34418,Sol Campbell,1974-09-18 00:00:00,187.96,190
34420,Alexander Madlung,1982-07-11 00:00:00,193.04,203
34421,Chris Kirkland,1981-05-02 00:00:00,190.5,163
34426,Richie Ryan,1985-01-06 00:00:00,177.8,148
34430,Samuel Ricketts,1981-10-11 00:00:00,185.42,170
34433,Sylvan Ebanks-Blake,1986-03-29 00:00:00,172.72,203
34437,Dean Marney,1984-01-31 00:00:00,182.88,159
34442,Grant Murray,1975-08-29 00:00:00,180.34,168
34443,Yoann Folly,1985-06-06 00:00:00,175.26,163
34447,John Rankin,1983-06-27 00:00:00,172.72,172
34466,Emile Heskey,1978-01-11 00:00:00,185.42,205
34471,Jason Thomson,1987-08-08 00:00:00,180.34,161
34479,Carlos Salcido,1980-04-02 00:00:00,175.26,183
34480,Davy Schollen,1978-02-28 00:00:00,190.5,192
34485,Franco Costanzo,1980-09-05 00:00:00,187.96,192
34487,Aco Stojkov,1983-04-29 00:00:00,177.8,165
34489,Henk Timmer,1971-12-03 00:00:00,187.96,172
34492,Denny Landzaat,1976-05-06 00:00:00,177.8,154
34520,Fabio Cannavaro,1973-09-13 00:00:00,175.26,165
34530,Christian Abbiati,1977-07-08 00:00:00,190.5,203
34531,Bernardo Corradi,1976-03-30 00:00:00,190.5,190
34534,Gianluca Zambrotta,1977-02-19 00:00:00,180.34,168
34540,Mark Bresciano,1980-02-11 00:00:00,175.26,168
34543,Carlton Cole,1983-11-12 00:00:00,190.5,194
34551,Pedro Pele Monteiro,1978-05-02 00:00:00,185.42,190
34563,Morgaro Gomis,1985-07-14 00:00:00,175.26,154
34567,Herold Goulon,1988-06-12 00:00:00,195.58,212
34574,Damien Duff,1979-03-02 00:00:00,177.8,165
34575,Asier del Horno,1981-01-19 00:00:00,182.88,154
34580,Fabiano,1984-07-25 00:00:00,182.88,174
34582,Mate Bilic,1980-10-23 00:00:00,185.42,179
34590,Radoslav Kovac,1979-11-27 00:00:00,187.96,172
34601,Jermaine Pennant,1983-01-15 00:00:00,172.72,150
34602,Ruud van Nistelrooy,1976-07-01 00:00:00,187.96,176
34622,Graham Gartland,1983-07-13 00:00:00,187.96,181
34633,Nene,1983-07-28 00:00:00,182.88,172
34650,Alex Silva,1985-03-10 00:00:00,193.04,179
34653,Pablo Aimar,1979-11-03 00:00:00,170.18,137
34654,Souleymane Bamba,1985-01-13 00:00:00,190.5,190
34656,Chris Smith,1986-03-05 00:00:00,187.96,190
34662,Vitor Lima,1981-08-18 00:00:00,177.8,141
34675,Roger,1985-08-10 00:00:00,182.88,190
34681,Renato Augusto,1988-02-08 00:00:00,185.42,187
34698,Michael Lumb,1988-01-09 00:00:00,177.8,168
34699,Mike Tullberg,1985-12-25 00:00:00,187.96,187
34763,Nicklas Pedersen,1987-10-10 00:00:00,187.96,185
34942,Patrick Vieira,1976-06-23 00:00:00,193.04,181
34944,Michael Carrick,1981-07-28 00:00:00,187.96,163
34945,Rudolf Skacel,1979-07-17 00:00:00,177.8,170
34946,Lee Croft,1985-06-21 00:00:00,175.26,176
34947,"Bennedict McCarthy,27",1977-11-12 00:00:00,182.88,192
34952,Daniele Bonera,1981-05-31 00:00:00,182.88,163
34956,Mista,1978-11-12 00:00:00,182.88,163
34967,Diego Barcelos,1985-04-05 00:00:00,172.72,157
34969,Javier Chevanton,1980-08-12 00:00:00,175.26,150
34971,Christian Tiffert,1982-02-18 00:00:00,182.88,174
34972,Ivan Pejcic,1982-09-11 00:00:00,182.88,165
34983,Alvaro Santos,1980-01-30 00:00:00,180.34,194
34987,Mario Melchiot,1976-11-04 00:00:00,187.96,176
35022,Kevin Conboy,1987-10-15 00:00:00,185.42,170
35110,Winston Reid,1988-07-03 00:00:00,190.5,192
35112,Simon Kjaer,1989-03-26 00:00:00,187.96,198
35116,Oluwafemi Ajilore,1985-01-18 00:00:00,182.88,172
35121,Jesper Juelsgaard,1989-01-26 00:00:00,180.34,181
35125,Leon Jessen,1986-06-11 00:00:00,182.88,170
35244,Andre Dias,1979-05-15 00:00:00,182.88,176
35324,Antonio Barragan,1987-06-12 00:00:00,185.42,183
35327,Antonio Valencia,1985-08-04 00:00:00,180.34,172
35336,Kyle Letheren,1987-12-26 00:00:00,187.96,183
35338,Jay Bothroyd,1982-05-05 00:00:00,190.5,183
35345,Jason Puncheon,1986-06-26 00:00:00,172.72,157
35398,Michael Gardyne,1986-01-23 00:00:00,170.18,141
35407,Pierre-Alain Frau,1980-04-15 00:00:00,175.26,161
35408,Jerome Leroy,1974-11-04 00:00:00,185.42,165
35409,Rafik Saifi,1975-02-07 00:00:00,177.8,159
35410,Steve Savidan,1978-06-29 00:00:00,175.26,154
35411,Demba Ba,1985-05-25 00:00:00,187.96,187
35412,Wilfried Dalmat,1982-07-17 00:00:00,175.26,168
35417,Guerkan Sermeter,1974-02-14 00:00:00,180.34,157
35421,German Denis,1981-09-10 00:00:00,182.88,192
35425,Oscar Cardozo,1983-05-20 00:00:00,193.04,192
35437,Christian Kalvenes,1977-03-08 00:00:00,182.88,170
35438,Danny Shittu,1980-09-02 00:00:00,190.5,209
35439,Derek Asamoah,1981-05-01 00:00:00,167.64,137
35442,Bradley Jones,1982-03-19 00:00:00,190.5,168
35443,Sebastian Larsson,1985-06-06 00:00:00,177.8,154
35444,Mario Licka,1982-04-30 00:00:00,177.8,163
35451,Lionel Ainsworth,1987-10-01 00:00:00,165.1,132
35453,Ricardo Batista,1986-11-19 00:00:00,193.04,174
35454,Leon Best,1986-09-19 00:00:00,185.42,201
35463,Willo Flood,1985-04-10 00:00:00,167.64,137
35466,Karl Henry,1982-11-26 00:00:00,185.42,176
35467,Danny Higginbotham,1978-12-29 00:00:00,185.42,172
35472,Emmerson Boyce,1979-09-24 00:00:00,182.88,157
35475,Colin McMenamin,1981-02-12 00:00:00,177.8,152
35477,David Stockdale,1985-09-28 00:00:00,190.5,185
35480,Alex Bruce,1984-09-28 00:00:00,180.34,179
35481,Rob Hulse,1979-10-25 00:00:00,187.96,172
35492,Sean Murdoch,1986-07-31 00:00:00,187.96,163
35493,Wesley Hoolahan,1982-05-20 00:00:00,167.64,157
35495,Dorus De Vries,1980-12-29 00:00:00,190.5,212
35496,Kelvin Davis,1976-09-29 00:00:00,185.42,181
35497,Mounir El Hamdaoui,1984-07-14 00:00:00,182.88,185
35499,Jeremy Clement,1984-08-26 00:00:00,180.34,168
35500,Brian McLean,1985-02-28 00:00:00,187.96,174
35502,Steven Hammell,1982-02-18 00:00:00,172.72,172
35503,Rory Loy,1988-03-19 00:00:00,177.8,148
35506,Zurab Khizanishvili,1981-10-06 00:00:00,185.42,172
35513,Mark Howard,1986-09-21 00:00:00,182.88,168
35515,Simon Francis,1985-02-16 00:00:00,190.5,196
35523,Glenn Murray,1983-09-25 00:00:00,185.42,185
35524,Colin Healy,1980-03-14 00:00:00,180.34,181
35527,Graham Barrett,1981-10-06 00:00:00,177.8,146
35530,Rory Boulding,1987-03-04 00:00:00,185.42,159
35531,Franck Queudrue,1978-08-25 00:00:00,182.88,170
35532,Fabrice Muamba,1988-04-06 00:00:00,187.96,172
35539,Richard Offiong,1983-12-17 00:00:00,180.34,170
35544,Julio Arca,1981-01-31 00:00:00,175.26,152
35554,Ian Evatt,1981-11-19 00:00:00,190.5,194
35556,Jay Tabb,1984-02-21 00:00:00,170.18,141
35559,Jose Saez,1982-05-07 00:00:00,170.18,139
35560,Guillaume Rippert,1985-04-30 00:00:00,180.34,168
35561,Hernan Crespo,1975-07-05 00:00:00,182.88,179
35574,Andy Dowie,1983-03-25 00:00:00,185.42,183
35575,Mauricio Pinilla,1984-02-04 00:00:00,187.96,172
35576,John Baird,1985-08-22 00:00:00,172.72,165
35580,Quinton Fortune,1977-05-21 00:00:00,182.88,163
35587,Paul McGowan,1987-10-07 00:00:00,170.18,143
35606,Per Mertesacker,1984-09-29 00:00:00,198.12,198
35607,Frank Fahrenhorst,1977-09-24 00:00:00,190.5,170
35608,"Afonso Alves,24",1981-01-30 00:00:00,185.42,163
35612,"Franco Miranda,22",1985-05-13 00:00:00,180.34,165
35626,Emanuele Belardi,1977-10-09 00:00:00,187.96,176
35628,Luke Wilkshire,1981-10-02 00:00:00,175.26,159
35636,Amdy Faye,1977-03-12 00:00:00,182.88,172
35637,Djimi Traore,1980-03-01 00:00:00,190.5,190
35638,Pedro Munitis,1975-06-19 00:00:00,167.64,154
35641,Simone Barone,1978-04-30 00:00:00,180.34,170
35643,Marco Marchionni,1980-07-22 00:00:00,172.72,157
35644,Antonio Mirante,1983-07-08 00:00:00,193.04,174
35666,Merouane Zemmama,1983-10-07 00:00:00,170.18,137
35679,Roland Linz,1981-08-09 00:00:00,185.42,172
35680,Gabri,1979-02-10 00:00:00,175.26,165
35682,Gheorghe Ogararu,1980-03-02 00:00:00,177.8,159
35708,Uwe Huenemeier,1986-01-09 00:00:00,187.96,185
35712,Jose Holebas,1984-06-27 00:00:00,182.88,174
35718,Kenneth Perez,1974-08-29 00:00:00,182.88,163
35724,Zlatan Ibrahimovic,1981-10-03 00:00:00,195.58,209
35725,Steven MacLean,1982-08-23 00:00:00,180.34,174
35751,Gary Warren,1984-08-16 00:00:00,182.88,165
35768,Martin Stocklasa,1979-05-29 00:00:00,190.5,198
35787,Gary Fraser,1994-07-02 00:00:00,177.8,154
35818,Dominik Schmidt,1987-07-01 00:00:00,187.96,172
35828,Daniel Brueckner,1981-02-14 00:00:00,182.88,170
35831,Albert Bunjaku,1983-11-29 00:00:00,177.8,165
35852,Fin Bartels,1987-02-07 00:00:00,175.26,152
35875,Benedikt Pliquett,1984-12-20 00:00:00,198.12,209
35881,Carsten Rothenbach,1980-09-03 00:00:00,185.42,185
35882,Charles Takyi,1984-11-12 00:00:00,177.8,161
35883,Florian Bruns,1979-08-21 00:00:00,187.96,187
35891,Rene Mihelic,1988-07-05 00:00:00,172.72,159
35901,Ken Kallaste,1988-08-31 00:00:00,182.88,176
35905,Gary Hooper,1988-01-26 00:00:00,175.26,157
35906,Tomasz Kuszczak,1982-03-20 00:00:00,190.5,185
35954,Jonathan Tuffey,1987-01-20 00:00:00,185.42,185
35955,Scott Boyd,1986-06-04 00:00:00,187.96,165
35968,Steven Anderson,1985-12-19 00:00:00,180.34,159
35972,Scott Robertson,1985-04-07 00:00:00,182.88,159
35983,David Carney,1983-11-30 00:00:00,180.34,154
35988,Christian Lell,1984-08-29 00:00:00,182.88,176
35989,Clemens Fritz,1980-12-07 00:00:00,182.88,179
35990,Mohamed Zidan,1981-12-11 00:00:00,172.72,157
35991,Christian Vander,1980-10-24 00:00:00,195.58,198
35996,Boubacar Sanogo,1982-12-17 00:00:00,187.96,181
35997,Halil Altintop,1982-12-08 00:00:00,185.42,165
35998,Matthias Abel,1981-06-22 00:00:00,187.96,181
36000,Niko Bungert,1986-10-24 00:00:00,187.96,165
36005,Karim Haggui,1984-01-20 00:00:00,190.5,190
36007,Thorben Marx,1981-06-01 00:00:00,182.88,183
36008,Oliver Schroeder,1980-06-11 00:00:00,182.88,192
36009,Vaclav Sverkos,1983-11-01 00:00:00,185.42,170
36010,Pascal Bieler,1986-02-26 00:00:00,180.34,170
36011,Sejad Salihovic,1984-10-08 00:00:00,182.88,174
36012,Steven Pienaar,1982-03-17 00:00:00,170.18,146
36013,Dennis Gentenaar,1975-09-30 00:00:00,180.34,172
36016,Cedric van der Gun,1979-05-05 00:00:00,175.26,154
36018,Gerald Sibon,1974-04-19 00:00:00,198.12,201
36025,Marco Streller,1981-06-18 00:00:00,195.58,183
36029,Christopher Heimeroth,1981-08-01 00:00:00,193.04,201
36031,Thomas Broich,1981-01-29 00:00:00,182.88,163
36034,Du-Ri Cha,1980-07-25 00:00:00,180.34,174
36035,Markus Feulner,1982-02-12 00:00:00,182.88,181
36039,Ralph Gunesch,1983-09-02 00:00:00,190.5,185
36040,Chadli Amri,1984-12-14 00:00:00,177.8,159
36050,Erik Jendrisek,1986-10-26 00:00:00,175.26,163
36051,Christoph Dabrowski,1978-07-01 00:00:00,195.58,181
36054,Marc Ziegler,1976-06-13 00:00:00,193.04,203
36056,Markus Bollmann,1981-01-06 00:00:00,190.5,176
36057,Marcel Ndjeng,1982-05-06 00:00:00,180.34,159
36058,Dennis Eilhoff,1982-07-31 00:00:00,190.5,198
36059,Massimiliano Porcello,1980-06-23 00:00:00,182.88,176
36060,Michael Fink,1982-02-01 00:00:00,180.34,176
36066,Albert Streit,1980-03-28 00:00:00,180.34,174
36071,Isaac Boakye,1981-11-26 00:00:00,175.26,161
36072,Jacek Krzynowek,1976-05-15 00:00:00,177.8,161
36073,Uwe Moehrle,1979-12-03 00:00:00,187.96,176
36076,Maik Franz,1981-08-05 00:00:00,190.5,192
36084,Vedad Ibisevic,1984-08-06 00:00:00,187.96,181
36085,Jeffrey Leiwakabessy,1981-02-23 00:00:00,172.72,148
36086,Matthias Lehmann,1983-05-28 00:00:00,177.8,165
36090,"Mariusz Kukielka,24",1976-11-07 00:00:00,182.88,179
36091,Vlad Munteanu,1981-01-16 00:00:00,182.88,172
36092,Stiven Rivic,1985-08-09 00:00:00,180.34,176
36093,Jiayi Shao,1980-04-10 00:00:00,187.96,183
36121,Valter Birsa,1986-08-07 00:00:00,182.88,179
36123,Jeremie Brechet,1979-08-14 00:00:00,187.96,176
36130,Patrick Ebert,1987-03-17 00:00:00,175.26,159
36132,Tamas Hajnal,1981-03-15 00:00:00,167.64,148
36133,Chinedu Ede,1987-02-05 00:00:00,177.8,183
36146,Serdar Tasci,1987-04-24 00:00:00,185.42,176
36147,Benedikt Fernandez,1985-01-08 00:00:00,182.88,176
36154,Fernando Belluschi,1983-09-10 00:00:00,172.72,172
36180,Assani Lukimya-Mulongoti,1986-01-25 00:00:00,190.5,196
36181,Sascha Burchert,1989-10-30 00:00:00,187.96,172
36183,Jerome Boateng,1988-09-03 00:00:00,193.04,198
36186,Manuel Schmiedebach,1988-12-05 00:00:00,170.18,154
36253,Olcay Sahan,1987-05-26 00:00:00,177.8,157
36257,Konstantinos Mitroglou,1988-03-12 00:00:00,187.96,187
36283,Wayne Hennessey,1987-01-24 00:00:00,198.12,198
36286,David James,1970-08-01 00:00:00,193.04,209
36287,David Proctor,1984-05-04 00:00:00,182.88,157
36289,Shelton Martis,1982-11-29 00:00:00,185.42,168
36293,Kevin Kratz,1987-01-21 00:00:00,172.72,159
36322,Jens Langeneke,1977-03-29 00:00:00,185.42,172
36326,Norman Theuerkauf,1987-01-24 00:00:00,182.88,168
36343,Manuel Salz,1985-08-06 00:00:00,185.42,174
36373,Scott Carson,1985-09-03 00:00:00,187.96,194
36374,Robert Green,1980-01-18 00:00:00,190.5,205
36378,Mesut Oezil,1988-10-15 00:00:00,182.88,168
36379,Mario Vrancic,1989-05-23 00:00:00,187.96,172
36380,Tobias Levels,1986-11-22 00:00:00,185.42,176
36382,Jahmir Hyka,1988-03-08 00:00:00,170.18,137
36388,Mats Hummels,1988-12-16 00:00:00,190.5,203
36389,Srdjan Lakic,1983-10-02 00:00:00,185.42,187
36390,Patrick Paauwe,1975-12-27 00:00:00,182.88,176
36391,Diego Biseswar,1988-03-08 00:00:00,170.18,161
36393,Kristof Imschoot,1980-12-04 00:00:00,182.88,163
36394,Julien Faubert,1983-08-01 00:00:00,180.34,165
36395,Miso Brecko,1984-05-01 00:00:00,177.8,150
36396,Stephane Dalmat,1979-02-16 00:00:00,180.34,168
36400,Patrick Mtiliga,1981-01-28 00:00:00,170.18,159
36410,Nicklas Bendtner,1988-01-16 00:00:00,193.04,196
36412,Peter Loevenkrands,1980-01-29 00:00:00,180.34,168
36479,Thorsten Kirschbaum,1987-04-20 00:00:00,193.04,198
36491,Zsolt Low,1979-04-29 00:00:00,180.34,154
36518,Benjamin Kessel,1987-10-01 00:00:00,190.5,176
36522,Sascha Kotysch,1988-10-02 00:00:00,187.96,194
36547,Zdenek Kroca,1980-09-29 00:00:00,193.04,196
36552,Gaetan Krebs,1985-11-18 00:00:00,165.1,139
36554,Marcel Heller,1986-02-12 00:00:00,175.26,154
36607,Steffen Wohlfarth,1983-09-14 00:00:00,185.42,190
36610,Paul Paton,1987-04-18 00:00:00,177.8,163
36611,Ryan Stevenson,1984-08-24 00:00:00,180.34,190
36615,Yaya Toure,1983-05-13 00:00:00,187.96,198
36617,Andreas Isaksson,1981-10-03 00:00:00,198.12,190
36622,Jerzy Dudek,1973-03-23 00:00:00,187.96,172
36640,Marek Saganowski,1978-10-31 00:00:00,177.8,172
36641,Pawel Golanski,1982-10-12 00:00:00,182.88,170
36771,Julian Schuster,1985-04-15 00:00:00,190.5,172
36774,Adam Szalai,1987-12-09 00:00:00,193.04,201
36775,Tobias Weis,1985-07-30 00:00:00,170.18,148
36783,Kyle Lafferty,1987-09-16 00:00:00,193.04,154
36784,Klaas Jan Huntelaar,1983-08-12 00:00:00,185.42,183
36785,Alain Rochat,1983-02-01 00:00:00,182.88,172
36786,Phil Bardsley,1985-06-28 00:00:00,180.34,163
36788,Marko Pantelic,1978-09-15 00:00:00,182.88,176
36789,Danko Lazovic,1983-05-17 00:00:00,182.88,176
36802,Gary McSheffrey,1982-08-13 00:00:00,172.72,146
36806,Nikolce Noveski,1979-04-28 00:00:00,190.5,192
36832,Carl Hoefkens,1978-10-06 00:00:00,185.42,181
36835,Bram Verbist,1983-03-05 00:00:00,182.88,196
36836,Cephas Chimedza,1984-12-05 00:00:00,177.8,172
36840,Igor Lolo,1982-07-22 00:00:00,177.8,168
36841,Jonas De Roeck,1979-12-20 00:00:00,187.96,176
36843,Jurgen Cavens,1978-08-19 00:00:00,187.96,187
36844,Kris De Wree,1981-05-21 00:00:00,182.88,168
36845,Kurt van Dooren,1978-08-03 00:00:00,182.88,170
36846,Luciano,1980-03-16 00:00:00,175.26,163
36849,Pieterjan Monteyne,1983-01-01 00:00:00,177.8,161
36852,Daniel Cruz,1981-05-09 00:00:00,180.34,168
36863,Hernan Losada,1982-05-09 00:00:00,172.72,148
36868,Justice Wamfor,1981-08-05 00:00:00,175.26,168
36872,Kenny Steppe,1988-11-14 00:00:00,185.42,154
36873,Kristof Maes,1988-04-19 00:00:00,187.96,187
36878,Thomas Kraft,1988-07-22 00:00:00,187.96,172
36889,Sandro Wagner,1987-11-29 00:00:00,193.04,198
36934,Dominic Maroh,1987-03-04 00:00:00,185.42,187
37021,Anthony Portier,1982-06-01 00:00:00,182.88,181
37025,Dieter Dekelver,1979-08-17 00:00:00,180.34,165
37038,Igor Gjuzelov,1976-04-02 00:00:00,185.42,181
37042,Mike Frantz,1986-10-14 00:00:00,182.88,176
37044,Christophe Grondin,1983-09-02 00:00:00,180.34,170
37047,Denis Viane,1977-10-02 00:00:00,177.8,159
37048,Mahir Saglik,1983-01-18 00:00:00,177.8,181
37051,Frederik Boi,1981-10-25 00:00:00,182.88,152
37065,Stijn De Smet,1985-03-27 00:00:00,182.88,172
37069,Tom De Sutter,1985-07-03 00:00:00,193.04,203
37085,Alan Haydock,1976-01-13 00:00:00,175.26,159
37087,Johannes Flum,1987-12-14 00:00:00,190.5,181
37100,Steve Colpaert,1986-09-13 00:00:00,177.8,163
37104,Arnaud Sutchuin Djoum,1989-05-02 00:00:00,182.88,172
37112,Julien Gorius,1985-03-17 00:00:00,182.88,172
37117,Michael Cordier,1984-03-27 00:00:00,182.88,165
37128,Zola Matumona,1981-11-26 00:00:00,165.1,143
37139,Dirk Kuyt,1980-07-22 00:00:00,182.88,185
37140,Nwankwo Kanu,1976-08-01 00:00:00,195.58,181
37149,Henrique Hilario,1975-10-21 00:00:00,187.96,194
37150,Lee Martin,1987-02-09 00:00:00,180.34,176
37151,Sascha Dum,1986-07-03 00:00:00,187.96,194
37154,Nando Rafael,1984-01-10 00:00:00,180.34,185
37156,Collin Benjamin,1978-08-03 00:00:00,182.88,176
37163,Lee Johnson,1981-06-07 00:00:00,167.64,148
37166,Steve Morison,1983-08-29 00:00:00,187.96,187
